record_id,person_id,name,alias,dob,prior_offences,gang_affiliation,known_address,ground_truth_flag
UP-CRIM-0232,UP00232,Ajay Tripathi,Ajay Tripathi @ Netaji,1992-07-02,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-East-Ring,"137, Near Chinhat PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0233,UP00233,Pappu Tripathi,,1982-04-18,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"103, Near Cantt PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0234,UP00234,Virendra Nagar,,1998-08-02,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"250, Near Kalyanpur PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0235,UP00235,Imran Srivastav,,2002-01-26,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"32, Near Subhash Nagar PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0236,UP00236,Pankaj Mishra,,1977-07-04,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-West-Ring,"149, Near Surajpur PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0237,UP00237,Sunil Gupta,,1996-08-01,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"151, Near Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0238,UP00238,Virendra Tiwari,,1996-10-26,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-East-Ring,"186, Near Kotwali PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0239,UP00239,Pappu Rajput,Pappu Rajput @ Raja,1975-02-15,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"68, Near Civil Lines PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0240,UP00240,Deepak Bind,,1992-08-18,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"93, Near Partapur PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0241,UP00241,Guddu Srivastav,,1988-11-09,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"138, Near Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0242,UP00242,Abhay Maurya,,1981-02-22,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"54, Near Sigra PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0243,UP00243,Dharmendra Chaudhary,,2001-04-18,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"32, Near Kareli PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0244,UP00244,Satish Bind,,1981-10-27,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"31, Near George Town PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0245,UP00245,Babloo Ansari,,1998-01-20,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-West-Ring,"135, Near Shivpur PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0246,UP00246,Rakesh Shukla,Rakesh Shukla @ Bhaiya,1978-08-19,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-Central-Ring,"35, Near Partapur PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0247,UP00247,Vikram Khan,,1981-11-18,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-East-Ring,"132, Near Mahanagar PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0248,UP00248,Manoj Gupta,,1975-08-11,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"100, Near Ayodhya Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0249,UP00249,Neeraj Pandey,,1999-04-27,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-Central-Ring,"207, Near Sector 39 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0250,UP00250,Rajesh Gurjar,Rajesh Gurjar @ Kabadi,1979-07-05,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-East-Ring,"46, Near Kotwali PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0251,UP00251,Santosh Rajput,,2001-06-22,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"154, Near Ayodhya Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0252,UP00252,Atiq Dubey,,2000-01-14,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"222, Near Dhoomanganj PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0253,UP00253,Mahesh Chaudhary,,1988-09-22,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"30, Near Sector 39 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0254,UP00254,Gufran Ansari,,1988-08-14,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-West-Ring,"83, Near Alambagh PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0255,UP00255,Gufran Tomar,,1998-10-11,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-Central-Ring,"11, Near Chowk PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0256,UP00256,Alok Pandey,,1986-09-19,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"175, Near Cantt PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0257,UP00257,Abhay Dubey,,1991-05-09,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"22, Near Shahpur PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0258,UP00258,Suresh Pal,Suresh Pal @ Netaji,2000-02-02,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"106, Near Subhash Nagar PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0259,UP00259,Amit Chauhan,,1984-12-02,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"86, Near Kotwali PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0260,UP00260,Munna Rajput,,1998-02-25,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"27, Near Gorakhnath PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0261,UP00261,Rajesh Verma,,1994-03-26,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"45, Near Civil Lines PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0262,UP00262,Tariq Tiwari,,1976-05-24,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"152, Near Sihani Gate PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0263,UP00263,Ajay Gautam,,1976-12-02,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-West-Ring,"248, Near Dhoomanganj PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0264,UP00264,Imran Gupta,,1984-11-13,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"16, Near Kotwali PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0265,UP00265,Santosh Yadav,,2003-04-08,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-East-Ring,"55, Near Gomti Nagar PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0266,UP00266,Gufran Khan,,1982-12-11,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"106, Near Hari Parbat PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0267,UP00267,Aslam Rawat,Aslam Rawat @ Fauji,2001-05-05,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"168, Near Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0268,UP00268,Abhay Bind,,1992-11-20,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-East-Ring,"241, Near Prem Nagar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0269,UP00269,Rajesh Tripathi,,1980-06-07,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"70, Near Tiwaripur PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0270,UP00270,Bablu Ansari,,1984-02-14,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"204, Near Chowk PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0271,UP00271,Atiq Yadav,,1996-12-18,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-East-Ring,"168, Near Rakabganj PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0272,UP00272,Neeraj Chauhan,Neeraj Chauhan @ Raja,2003-04-12,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"244, Near Chinhat PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0273,UP00273,Deepak Pandey,,1999-03-13,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"17, Near Raunahi PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0274,UP00274,Ajay Singh,,2003-10-03,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-East-Ring,"34, Near Sector 39 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0275,UP00275,Sanjay Ansari,,2003-02-07,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-West-Ring,"19, Near Sector 39 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0276,UP00276,Alok Gupta,,1989-07-24,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-Central-Ring,"228, Near Sihani Gate PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0277,UP00277,Dharmendra Gautam,Dharmendra Gautam @ Babu,1981-11-20,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"241, Near Brahmpuri PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0278,UP00278,Babloo Gautam,,1990-07-20,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-West-Ring,"179, Near Brahmpuri PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0279,UP00279,Ravindra Chaudhary,Ravindra Chaudhary @ Netaji,1979-05-23,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"144, Near Sipri Bazar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0280,UP00280,Pappu Gupta,,1987-02-26,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"65, Near Phase 2 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0281,UP00281,Abhay Yadav,,1983-08-05,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"14, Near Nauchandi PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0282,UP00282,Tariq Dubey,,1994-12-05,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"23, Near Ramgarh Tal PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0283,UP00283,Akhilesh Shukla,,1977-05-24,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"224, Near Kalyanpur PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0284,UP00284,Brijesh Kushwaha,,1992-06-06,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-West-Ring,"102, Near Chinhat PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0285,UP00285,Abhay Yadav,,2003-06-16,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"64, Near Sikandra PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0286,UP00286,Abhay Jaiswal,Abhay Jaiswal @ Vakil,1983-09-12,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-East-Ring,"118, Near Sector 24 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0287,UP00287,Rajesh Gautam,Rajesh Gautam @ Chacha,1987-04-11,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-West-Ring,"50, Near Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0288,UP00288,Bablu Qureshi,,2000-02-16,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"68, Near Knowledge Park PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0289,UP00289,Dharmendra Dubey,,1985-04-27,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"230, Near Cantt PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0290,UP00290,Pramod Yadav,,1998-01-22,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"76, Near Barra PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0291,UP00291,Rakesh Rawat,,1981-10-16,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"58, Near Katra PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0292,UP00292,Rakesh Rajput,Rakesh Rajput @ Fauji,2002-09-11,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"189, Near Rakabganj PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0293,UP00293,Imran Singh,,1982-09-05,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"51, Near Kotwali PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0294,UP00294,Akhilesh Mishra,,1977-05-06,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"39, Near Raunahi PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0295,UP00295,Neeraj Bind,,2001-11-03,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"66, Near Chowk PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0296,UP00296,Imran Bind,Imran Bind @ Kabadi,1976-11-03,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"15, Near Kotwali PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0297,UP00297,Vikram Yadav,,1997-01-15,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"118, Near Kareli PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0298,UP00298,Munna Gurjar,Munna Gurjar @ Pahalwan,2003-09-22,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-East-Ring,"195, Near Shahpur PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0299,UP00299,Santosh Maurya,,1981-01-12,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-West-Ring,"88, Near Kavi Nagar PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0300,UP00300,Aslam Dubey,,1992-05-22,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-Central-Ring,"54, Near Katra PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0301,UP00301,Mukhtar Siddiqui,,1983-06-05,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"112, Near Chakeri PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0302,UP00302,Dharmendra Dubey,,2001-12-05,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"73, Near Chowk PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0303,UP00303,Ravindra Chaudhary,,1994-04-28,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"113, Near Etmadpur PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0304,UP00304,Rajesh Mishra,,2003-07-16,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"186, Near Hari Parbat PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0305,UP00305,Abhay Tyagi,,1989-08-21,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"62, Near Baradari PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0306,UP00306,Imran Rawat,,1988-08-01,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"104, Near Partapur PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0307,UP00307,Neeraj Shukla,,1992-12-24,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-East-Ring,"21, Near Tiwaripur PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0308,UP00308,Imran Jaiswal,,1986-09-04,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-West-Ring,"214, Near Prem Nagar PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0309,UP00309,Suresh Gupta,,1981-05-20,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"121, Near Shahpur PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0310,UP00310,Sanjay Dubey,Sanjay Dubey @ Babu,1989-08-25,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"167, Near Partapur PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0311,UP00311,Babloo Ansari,,1990-06-12,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-West-Ring,"175, Near Kavi Nagar PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0312,UP00312,Dharmendra Singh,,1986-05-19,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"217, Near Mahanagar PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0313,UP00313,Satish Gurjar,,1989-09-11,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"28, Near Raunahi PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0314,UP00314,Chhotu Rajput,,1994-03-22,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"148, Near Civil Lines PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0315,UP00315,Pramod Gautam,,2001-02-08,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"24, Near Gomti Nagar PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0316,UP00316,Satish Pal,,1988-09-19,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"180, Near Shivpur PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0317,UP00317,Satish Tiwari,,1980-08-18,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"28, Near Kotwali PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0318,UP00318,Abhay Rawat,,1983-12-21,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"195, Near Sikandra PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0319,UP00319,Vikram Chauhan,,1987-09-10,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"120, Near Knowledge Park PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0320,UP00320,Ramesh Nagar,Ramesh Nagar @ Pahalwan,1993-07-05,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-West-Ring,"137, Near Mahanagar PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0321,UP00321,Imran Dubey,,2002-01-16,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"203, Near Subhash Nagar PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0322,UP00322,Rajesh Verma,,1977-09-28,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-East-Ring,"226, Near Sipri Bazar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0323,UP00323,Rajesh Siddiqui,,1996-08-08,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"144, Near Collectorganj PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0324,UP00324,Abhay Gupta,,2002-01-09,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"79, Near Ramgarh Tal PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0325,UP00325,Guddu Siddiqui,,1976-06-18,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-East-Ring,"12, Near Collectorganj PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0326,UP00326,Abhay Pal,,1996-06-04,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"60, Near Nawabad PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0327,UP00327,Guddu Tomar,,1977-06-13,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-Central-Ring,"130, Near Cantt PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0328,UP00328,Atiq Chauhan,Atiq Chauhan @ Pandit,1997-09-03,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"129, Near Kavi Nagar PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0329,UP00329,Amit Kushwaha,Amit Kushwaha @ Babu,1981-07-15,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"44, Near Sipri Bazar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0330,UP00330,Akhilesh Yadav,,1981-12-24,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"139, Near Sihani Gate PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0331,UP00331,Sanjay Dubey,Sanjay Dubey @ Bhaiya,1981-02-07,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-East-Ring,"78, Near Brahmpuri PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0332,UP00332,Pankaj Qureshi,,1992-01-17,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"201, Near Kotwali PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0333,UP00333,Satish Chauhan,,1989-11-08,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"133, Near Cantt PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0334,UP00334,Sonu Mishra,Sonu Mishra @ Raja,2003-07-22,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"140, Near Civil Lines PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0335,UP00335,Pankaj Srivastav,,1984-01-05,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"173, Near Dhoomanganj PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0336,UP00336,Dhananjay Rawat,,1981-02-19,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"125, Near Kotwali PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0337,UP00337,Ravindra Pal,Ravindra Pal @ Kabadi,1990-03-23,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"140, Near Chakeri PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0338,UP00338,Sonu Shukla,,1988-04-01,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"203, Near Kotwali PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0339,UP00339,Atiq Pal,,1984-04-17,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-Central-Ring,"125, Near Indirapuram PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0340,UP00340,Akhilesh Tomar,,1988-05-07,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"114, Near Gomti Nagar PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0341,UP00341,Mahesh Siddiqui,,1988-07-28,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-West-Ring,"214, Near Civil Lines PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0342,UP00342,Pramod Yadav,,1988-12-01,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"78, Near Bhelupur PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0343,UP00343,Tariq Kushwaha,,1992-07-13,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"10, Near Chakeri PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0344,UP00344,Neeraj Kushwaha,,1995-11-01,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"111, Near Surajpur PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0345,UP00345,Vikram Dubey,,1993-02-06,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-Central-Ring,"130, Near Gorakhnath PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0346,UP00346,Tariq Verma,,1984-04-22,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-East-Ring,"57, Near Sihani Gate PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0347,UP00347,Babloo Tripathi,,1996-06-07,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"120, Near Kotwali PS, Bareilly, Uttar Pradesh",core_gang
