fir_id,date,day,station,location,ipc_sections,narrative,ground_truth_flag
UP-FIR-1145,2024-02-23,54,Shahpur PS,"Shahpur PS, Gorakhpur",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1145/2024 registered at Shahpur PS, Gorakhpur. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Babloo Ansari were identified operating in jurisdiction of Gorakhpur. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9412000311 operating vehicle registration UP-14-TZ-5389.",local_crime
UP-FIR-1146,2024-04-09,100,Kotwali PS,"Kotwali PS, Bareilly",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1146/2024 registered at Kotwali PS, Bareilly. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Satish Tyagi were identified operating in jurisdiction of Bareilly. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 7500000585 operating vehicle registration UP-25-AB-0048.",local_crime
UP-FIR-1147,2024-03-17,77,Nawabad PS,"Nawabad PS, Jhansi",Arms Act Sec 25/27,"Case Crime No. 1147/2024 registered at Nawabad PS, Jhansi. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Munna Jaiswal, Satish Shukla, Babloo Maurya were identified operating in jurisdiction of Jhansi. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 8840000511",local_crime
UP-FIR-1148,2024-06-20,172,Prem Nagar PS,"Prem Nagar PS, Jhansi",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1148/2024 registered at Prem Nagar PS, Jhansi. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Sanjay Kushwaha, Sunil Khan were identified operating in jurisdiction of Jhansi. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 8840001918",local_crime
UP-FIR-1149,2024-07-20,202,Tajganj PS,"Tajganj PS, Agra",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1149/2024 registered at Tajganj PS, Agra. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Tariq Tyagi, Ajay Rajput, Akhilesh Chaudhary were identified operating in jurisdiction of Agra. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9839001931",local_crime
UP-FIR-1150,2024-06-19,171,Cantt PS,"Cantt PS, Ayodhya",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1150/2024 registered at Cantt PS, Ayodhya. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Tariq Tripathi, Brijesh Nishad, Santosh Chaudhary were identified operating in jurisdiction of Ayodhya. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9450001343 operating vehicle registration UP-42-NP-2935.",local_crime
UP-FIR-1151,2024-06-13,165,Kotwali PS,"Kotwali PS, Jhansi",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1151/2024 registered at Kotwali PS, Jhansi. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Tariq Gautam were identified operating in jurisdiction of Jhansi. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 8840000019",syndicate
UP-FIR-1152,2024-06-03,155,Kotwali PS,"Kotwali PS, Kanpur Nagar",Arms Act Sec 25/27,"Case Crime No. 1152/2024 registered at Kotwali PS, Kanpur Nagar. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Abhay Dubey were identified operating in jurisdiction of Kanpur Nagar. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 8840001608",local_crime
UP-FIR-1153,2024-07-17,199,Partapur PS,"Partapur PS, Meerut",IPC 302 / BNS 103 (Murder),"Case Crime No. 1153/2024 registered at Partapur PS, Meerut. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Ravindra Shukla, Santosh Tiwari were identified operating in jurisdiction of Meerut. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 9839001279 operating vehicle registration UP-65-CD-1847.",local_crime
UP-FIR-1154,2024-01-31,31,Prem Nagar PS,"Prem Nagar PS, Bareilly",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1154/2024 registered at Prem Nagar PS, Bareilly. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Sunil Ansari were identified operating in jurisdiction of Bareilly. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 8006000928",local_crime
UP-FIR-1155,2024-04-09,100,Hazratganj PS,"Hazratganj PS, Lucknow",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1155/2024 registered at Hazratganj PS, Lucknow. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Munna Srivastav were identified operating in jurisdiction of Lucknow. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 7007001867",local_crime
UP-FIR-1156,2024-06-20,172,Baradari PS,"Baradari PS, Bareilly",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1156/2024 registered at Baradari PS, Bareilly. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Abhay Mishra, Akhilesh Singh were identified operating in jurisdiction of Bareilly. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9412001603 operating vehicle registration UP-80-CD-7355.",local_crime
UP-FIR-1157,2024-07-16,198,Sahibabad PS,"Sahibabad PS, Ghaziabad",NDPS Act Sec 8/20/21,"Case Crime No. 1157/2024 registered at Sahibabad PS, Ghaziabad. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Pappu Kushwaha were identified operating in jurisdiction of Ghaziabad. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 8840001404",local_crime
UP-FIR-1158,2024-03-10,70,Raunahi PS,"Raunahi PS, Ayodhya",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1158/2024 registered at Raunahi PS, Ayodhya. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Tariq Tripathi were identified operating in jurisdiction of Ayodhya. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9450001343 operating vehicle registration UP-42-NP-2935.",local_crime
UP-FIR-1159,2024-03-31,91,Cantt PS,"Cantt PS, Gorakhpur",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1159/2024 registered at Cantt PS, Gorakhpur. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Atiq Chauhan, Guddu Pandey, Bablu Siddiqui were identified operating in jurisdiction of Gorakhpur. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9415001047",local_crime
UP-FIR-1160,2024-06-05,157,Tajganj PS,"Tajganj PS, Agra",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1160/2024 registered at Tajganj PS, Agra. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Dharmendra Yadav, Amit Tyagi, Bablu Bind were identified operating in jurisdiction of Agra. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 7500000017",syndicate
UP-FIR-1161,2024-01-25,25,Indirapuram PS,"Indirapuram PS, Ghaziabad",IPC 302 / BNS 103 (Murder),"Case Crime No. 1161/2024 registered at Indirapuram PS, Ghaziabad. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Pappu Tripathi were identified operating in jurisdiction of Ghaziabad. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 7007000837 operating vehicle registration UP-42-LM-4332.",local_crime
UP-FIR-1162,2024-07-04,186,Chetganj PS,"Chetganj PS, Varanasi",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1162/2024 registered at Chetganj PS, Varanasi. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Pankaj Jaiswal, Ajay Shukla, Mukhtar Shukla were identified operating in jurisdiction of Varanasi. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9927001055",local_crime
UP-FIR-1163,2024-04-24,115,Hari Parbat PS,"Hari Parbat PS, Agra",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1163/2024 registered at Hari Parbat PS, Agra. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Aslam Bind were identified operating in jurisdiction of Agra. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 9450001049 operating vehicle registration UP-65-NP-7936.",local_crime
UP-FIR-1164,2024-03-04,64,Partapur PS,"Partapur PS, Meerut",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1164/2024 registered at Partapur PS, Meerut. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Atiq Bind, Alok Shukla were identified operating in jurisdiction of Meerut. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 7500000424",local_crime
UP-FIR-1165,2024-07-04,186,Kavi Nagar PS,"Kavi Nagar PS, Ghaziabad",IPC 302 / BNS 103 (Murder),"Case Crime No. 1165/2024 registered at Kavi Nagar PS, Ghaziabad. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Dhananjay Srivastav were identified operating in jurisdiction of Ghaziabad. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 7500000723",local_crime
UP-FIR-1166,2024-03-04,64,Ayodhya Kotwali PS,"Ayodhya Kotwali PS, Ayodhya",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1166/2024 registered at Ayodhya Kotwali PS, Ayodhya. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Ajay Rawat were identified operating in jurisdiction of Ayodhya. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 8006001893",local_crime
UP-FIR-1167,2024-02-18,49,Prem Nagar PS,"Prem Nagar PS, Jhansi",NDPS Act Sec 8/20/21,"Case Crime No. 1167/2024 registered at Prem Nagar PS, Jhansi. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Akhilesh Bind were identified operating in jurisdiction of Jhansi. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 7500000499 operating vehicle registration UP-15-TZ-8585.",local_crime
UP-FIR-1168,2024-05-15,136,Kotwali PS,"Kotwali PS, Ayodhya",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1168/2024 registered at Kotwali PS, Ayodhya. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Imran Shukla were identified operating in jurisdiction of Ayodhya. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9839001555",local_crime
UP-FIR-1169,2024-02-17,48,Etmadpur PS,"Etmadpur PS, Agra",Arms Act Sec 25/27,"Case Crime No. 1169/2024 registered at Etmadpur PS, Agra. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Rakesh Nishad were identified operating in jurisdiction of Agra. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9450001282",local_crime
UP-FIR-1170,2024-03-29,89,Izzatnagar PS,"Izzatnagar PS, Bareilly",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1170/2024 registered at Izzatnagar PS, Bareilly. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Tariq Pandey, Chhotu Chaudhary, Brijesh Nagar were identified operating in jurisdiction of Bareilly. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 8840000126",syndicate
UP-FIR-1171,2024-04-24,115,Etmadpur PS,"Etmadpur PS, Agra",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1171/2024 registered at Etmadpur PS, Agra. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Tariq Bind, Guddu Ansari were identified operating in jurisdiction of Agra. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9415001912",local_crime
UP-FIR-1172,2024-01-06,6,Collectorganj PS,"Collectorganj PS, Kanpur Nagar",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1172/2024 registered at Collectorganj PS, Kanpur Nagar. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Imran Tripathi, Rakesh Siddiqui, Manoj Srivastav were identified operating in jurisdiction of Kanpur Nagar. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 8840000809 operating vehicle registration UP-93-NP-3856.",local_crime
UP-FIR-1173,2024-01-16,16,Chowk PS,"Chowk PS, Lucknow",Arms Act Sec 25/27,"Case Crime No. 1173/2024 registered at Chowk PS, Lucknow. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Alok Gupta, Imran Siddiqui were identified operating in jurisdiction of Lucknow. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9450000119",syndicate
UP-FIR-1174,2024-04-04,95,Surajpur PS,"Surajpur PS, Gautam Buddha Nagar (Noida)",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1174/2024 registered at Surajpur PS, Gautam Buddha Nagar (Noida). Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Mukhtar Tiwari, Ajay Nagar, Pankaj Pal were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9837001028",local_crime
UP-FIR-1175,2024-07-04,186,Knowledge Park PS,"Knowledge Park PS, Gautam Buddha Nagar (Noida)",IPC 302 / BNS 103 (Murder),"Case Crime No. 1175/2024 registered at Knowledge Park PS, Gautam Buddha Nagar (Noida). Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Tariq Ansari, Tariq Mishra, Atiq Khan were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 9927001650",local_crime
UP-FIR-1176,2024-01-26,26,Prem Nagar PS,"Prem Nagar PS, Jhansi",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1176/2024 registered at Prem Nagar PS, Jhansi. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Rakesh Gurjar were identified operating in jurisdiction of Jhansi. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 8006001077",local_crime
UP-FIR-1177,2024-04-27,118,Prem Nagar PS,"Prem Nagar PS, Jhansi",Arms Act Sec 25/27,"Case Crime No. 1177/2024 registered at Prem Nagar PS, Jhansi. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Abhay Srivastav were identified operating in jurisdiction of Jhansi. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 8006000668 operating vehicle registration UP-16-CD-1459.",local_crime
UP-FIR-1178,2024-07-30,212,Kalyanpur PS,"Kalyanpur PS, Kanpur Nagar",Arms Act Sec 25/27,"Case Crime No. 1178/2024 registered at Kalyanpur PS, Kanpur Nagar. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Satish Tiwari, Pramod Gautam, Satish Gurjar were identified operating in jurisdiction of Kanpur Nagar. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9450000317 operating vehicle registration UP-53-TZ-5491.",local_crime
UP-FIR-1179,2024-04-03,94,Shahpur PS,"Shahpur PS, Gorakhpur",NDPS Act Sec 8/20/21,"Case Crime No. 1179/2024 registered at Shahpur PS, Gorakhpur. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Rakesh Siddiqui, Imran Pandey were identified operating in jurisdiction of Gorakhpur. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 8006000505 operating vehicle registration UP-25-AB-8687.",local_crime
UP-FIR-1180,2024-03-27,87,Gomti Nagar PS,"Gomti Nagar PS, Lucknow",Arms Act Sec 25/27,"Case Crime No. 1180/2024 registered at Gomti Nagar PS, Lucknow. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Virendra Gurjar, Gufran Chaudhary were identified operating in jurisdiction of Lucknow. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 8006001788",local_crime
UP-FIR-1181,2024-07-14,196,Gorakhnath PS,"Gorakhnath PS, Gorakhpur",IPC 302 / BNS 103 (Murder),"Case Crime No. 1181/2024 registered at Gorakhnath PS, Gorakhpur. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Ajay Tyagi, Rakesh Tripathi, Rizwan Siddiqui were identified operating in jurisdiction of Gorakhpur. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 9719000867 operating vehicle registration UP-15-RS-4842.",local_crime
UP-FIR-1182,2024-08-03,216,Hazratganj PS,"Hazratganj PS, Lucknow",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1182/2024 registered at Hazratganj PS, Lucknow. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Anil Gurjar, Pankaj Gupta, Sanjay Kushwaha were identified operating in jurisdiction of Lucknow. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9415001747",local_crime
UP-FIR-1183,2024-07-16,198,Sector 20 PS,"Sector 20 PS, Gautam Buddha Nagar (Noida)",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1183/2024 registered at Sector 20 PS, Gautam Buddha Nagar (Noida). Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Virendra Chauhan were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 8006000831",local_crime
UP-FIR-1184,2024-04-06,97,Kalyanpur PS,"Kalyanpur PS, Kanpur Nagar",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1184/2024 registered at Kalyanpur PS, Kanpur Nagar. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Chhotu Nishad, Amit Shukla, Akhilesh Nagar were identified operating in jurisdiction of Kanpur Nagar. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9450000361",local_crime
UP-FIR-1185,2024-04-27,118,Hari Parbat PS,"Hari Parbat PS, Agra",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1185/2024 registered at Hari Parbat PS, Agra. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Brijesh Verma, Brijesh Tiwari, Akhilesh Tyagi were identified operating in jurisdiction of Agra. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9415001959 operating vehicle registration UP-42-JK-3408.",local_crime
UP-FIR-1186,2024-01-21,21,Indirapuram PS,"Indirapuram PS, Ghaziabad",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1186/2024 registered at Indirapuram PS, Ghaziabad. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Manoj Singh were identified operating in jurisdiction of Ghaziabad. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 8006001033",local_crime
UP-FIR-1187,2024-03-06,66,Kareli PS,"Kareli PS, Prayagraj",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1187/2024 registered at Kareli PS, Prayagraj. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Imran Srivastav, Vikram Tripathi were identified operating in jurisdiction of Prayagraj. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 8006000177 operating vehicle registration UP-80-TZ-3111.",local_crime
UP-FIR-1188,2024-02-02,33,Barra PS,"Barra PS, Kanpur Nagar",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1188/2024 registered at Barra PS, Kanpur Nagar. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Ramesh Maurya were identified operating in jurisdiction of Kanpur Nagar. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9450000910",local_crime
UP-FIR-1189,2024-05-10,131,Tajganj PS,"Tajganj PS, Agra",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 1189/2024 registered at Tajganj PS, Agra. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Mukhtar Tyagi, Gufran Maurya, Pankaj Chaudhary were identified operating in jurisdiction of Agra. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 8840001102",local_crime
UP-FIR-1190,2024-06-23,175,Kareli PS,"Kareli PS, Prayagraj",IPC 302 / BNS 103 (Murder),"Case Crime No. 1190/2024 registered at Kareli PS, Prayagraj. Charges under IPC 302 / BNS 103 (Murder). Sub-Inspector report states that accused Dhananjay Pal were identified operating in jurisdiction of Prayagraj. Armed shootout outside court premises resulting in fatal casualty. Primary accused tracked using mobile 8006000025",syndicate
UP-FIR-1191,2024-01-09,9,Shahpur PS,"Shahpur PS, Gorakhpur",NDPS Act Sec 8/20/21,"Case Crime No. 1191/2024 registered at Shahpur PS, Gorakhpur. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Babloo Tomar, Ramesh Gautam were identified operating in jurisdiction of Gorakhpur. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9125000032",syndicate
UP-FIR-1192,2024-02-09,40,Sector 39 PS,"Sector 39 PS, Gautam Buddha Nagar (Noida)",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1192/2024 registered at Sector 39 PS, Gautam Buddha Nagar (Noida). Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Imran Nagar were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 7007000452 operating vehicle registration UP-93-EF-7786.",local_crime
UP-FIR-1193,2024-05-04,125,Tiwaripur PS,"Tiwaripur PS, Gorakhpur",Arms Act Sec 25/27,"Case Crime No. 1193/2024 registered at Tiwaripur PS, Gorakhpur. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Sanjay Jaiswal, Vikram Qureshi were identified operating in jurisdiction of Gorakhpur. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9412001484",local_crime
UP-FIR-1194,2024-02-20,51,Knowledge Park PS,"Knowledge Park PS, Gautam Buddha Nagar (Noida)",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 1194/2024 registered at Knowledge Park PS, Gautam Buddha Nagar (Noida). Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Pankaj Gautam, Virendra Gupta, Sunil Srivastav were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 8840000640",local_crime
UP-FIR-1195,2024-03-21,81,Sipri Bazar PS,"Sipri Bazar PS, Jhansi",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1195/2024 registered at Sipri Bazar PS, Jhansi. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Guddu Nishad were identified operating in jurisdiction of Jhansi. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9719001366 operating vehicle registration UP-14-CD-3326.",local_crime
UP-FIR-1196,2024-04-12,103,Etmadpur PS,"Etmadpur PS, Agra",NDPS Act Sec 8/20/21,"Case Crime No. 1196/2024 registered at Etmadpur PS, Agra. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Mahesh Gurjar, Bablu Verma, Ravindra Qureshi were identified operating in jurisdiction of Agra. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 8006001207",local_crime
UP-FIR-1197,2024-06-22,174,Civil Lines PS,"Civil Lines PS, Meerut",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1197/2024 registered at Civil Lines PS, Meerut. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Ravindra Verma, Imran Khan were identified operating in jurisdiction of Meerut. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9450000646",local_crime
UP-FIR-1198,2024-01-11,11,Alambagh PS,"Alambagh PS, Lucknow",Arms Act Sec 25/27,"Case Crime No. 1198/2024 registered at Alambagh PS, Lucknow. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Babloo Rawat, Rajesh Verma, Chhotu Rajput were identified operating in jurisdiction of Lucknow. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 7007001762 operating vehicle registration UP-65-JK-0059.",local_crime
UP-FIR-1199,2024-08-19,232,Cantt PS,"Cantt PS, Gorakhpur",NDPS Act Sec 8/20/21,"Case Crime No. 1199/2024 registered at Cantt PS, Gorakhpur. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Babloo Gautam, Dharmendra Gautam were identified operating in jurisdiction of Gorakhpur. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9927000278 operating vehicle registration UP-15-EF-4828.",local_crime
UP-FIR-1200,2024-06-26,178,Sector 20 PS,"Sector 20 PS, Gautam Buddha Nagar (Noida)",Arms Act Sec 25/27,"Case Crime No. 1200/2024 registered at Sector 20 PS, Gautam Buddha Nagar (Noida). Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Ajay Ansari were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 7500000977",local_crime
UP-FIR-1201,2024-03-14,74,Gomti Nagar PS,"Gomti Nagar PS, Lucknow",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 1201/2024 registered at Gomti Nagar PS, Lucknow. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Brijesh Tyagi were identified operating in jurisdiction of Lucknow. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 7007001080 operating vehicle registration UP-93-CD-8463.",local_crime
UP-FIR-1202,2024-03-24,84,Surajpur PS,"Surajpur PS, Gautam Buddha Nagar (Noida)",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1202/2024 registered at Surajpur PS, Gautam Buddha Nagar (Noida). Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Pramod Mishra, Pankaj Ansari, Brijesh Gupta were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9415001375",local_crime
UP-FIR-1203,2024-05-05,126,Sigra PS,"Sigra PS, Varanasi",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 1203/2024 registered at Sigra PS, Varanasi. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Rizwan Rajput, Neeraj Dubey, Ramesh Tyagi were identified operating in jurisdiction of Varanasi. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9415000619 operating vehicle registration UP-53-LM-0626.",local_crime
UP-FIR-1204,2024-04-25,116,Sikandra PS,"Sikandra PS, Agra",IPC 386 / BNS 308 (Extortion),"Case Crime No. 1204/2024 registered at Sikandra PS, Agra. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Virendra Yadav were identified operating in jurisdiction of Agra. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9125001040 operating vehicle registration UP-65-GH-7783.",local_crime
